loan_id,grade,home_ownership,purpose,verification_status,term,emp_length_int,mths_since_issue_d,int_rate,mths_since_earliest_cr_line,acc_now_delinq,inq_last_6mths,annual_inc,dti,good_bad
13608,A,MORTGAGE,debt_consolidation,Source Verified,36 months,10,37,8.19,296,0.0,1,39000.0,6.65,1
26902,B,RENT,credit_card,Verified,36 months,4,52,13.05,136,0.0,0,38000.0,33.95,1
7458,B,RENT,debt_consolidation,Verified,60 months,10,70,9.91,323,0.0,0,30852.0,21.69,0
18462,E,MORTGAGE,debt_consolidation,Verified,60 months,8,44,21.99,193,0.0,0,85396.0,34.35,1
22608,F,RENT,debt_consolidation,Verified,60 months,10,54,23.76,369,0.0,1,140000.0,10.52,0
13716,A,MORTGAGE,debt_consolidation,Not Verified,36 months,10,37,7.49,316,0.0,0,72000.0,18.72,1
28875,D,MORTGAGE,credit_card,Verified,60 months,9,41,16.29,174,0.0,0,100000.0,8.92,1
4668,A,MORTGAGE,debt_consolidation,Verified,60 months,5,57,8.9,275,0.0,1,65000.0,18.8,1
18640,E,MORTGAGE,debt_consolidation,Verified,60 months,10,51,21.6,291,0.0,1,60000.0,14.5,1
12267,B,RENT,debt_consolidation,Not Verified,36 months,3,47,13.53,265,0.0,0,47500.0,26.93,0
12816,C,RENT,credit_card,Not Verified,36 months,7,62,15.31,229,0.0,0,70000.0,16.01,0
13275,F,MORTGAGE,small_business,Verified,60 months,0,47,23.7,229,0.0,3,205000.0,19.22,1
4988,A,MORTGAGE,home_improvement,Not Verified,36 months,10,44,8.9,315,0.0,0,45000.0,12.69,1
20840,B,RENT,debt_consolidation,Source Verified,36 months,3,37,10.49,242,0.0,1,48000.0,24.93,1
29360,D,OWN,debt_consolidation,Not Verified,36 months,4,38,15.61,230,0.0,0,33860.0,30.31,1
23445,D,MORTGAGE,debt_consolidation,Verified,60 months,6,65,18.55,149,0.0,2,45000.0,29.55,0
6476,D,RENT,small_business,Verified,60 months,8,46,19.97,185,0.0,1,70000.0,10.51,0
5367,F,RENT,debt_consolidation,Source Verified,60 months,9,37,25.57,243,0.0,1,50000.0,17.71,0
19654,B,MORTGAGE,debt_consolidation,Not Verified,36 months,3,81,10.37,211,0.0,0,55000.0,19.72,1
26600,E,RENT,debt_consolidation,Verified,60 months,5,37,19.24,145,0.0,2,75000.0,19.09,1
14002,F,RENT,debt_consolidation,Not Verified,36 months,3,52,25.28,190,0.0,2,33000.0,17.53,1
7644,C,RENT,debt_consolidation,Source Verified,60 months,3,42,13.35,228,0.0,0,65000.0,17.52,1
16564,E,RENT,debt_consolidation,Not Verified,36 months,1,45,21.99,149,0.0,0,21000.0,26.69,1
23651,A,MORTGAGE,credit_card,Verified,36 months,8,55,7.62,232,0.0,0,78000.0,6.52,1
20180,A,MORTGAGE,debt_consolidation,Verified,36 months,0,54,7.62,293,0.0,1,102000.0,11.45,1
14326,A,RENT,debt_consolidation,Not Verified,36 months,1,57,6.62,218,0.0,0,87000.0,9.28,1
19493,B,MORTGAGE,debt_consolidation,Not Verified,60 months,10,45,12.99,219,0.0,0,49750.0,12.28,1
4647,C,MORTGAGE,credit_card,Not Verified,36 months,10,91,13.11,192,0.0,0,67619.72,12.39,1
871,A,MORTGAGE,debt_consolidation,Not Verified,36 months,3,37,7.49,251,0.0,2,74000.0,8.98,1
4561,C,RENT,debt_consolidation,Not Verified,36 months,10,49,16.2,290,0.0,1,53000.0,25.63,0
5931,B,MORTGAGE,debt_consolidation,Source Verified,36 months,8,47,12.85,194,0.0,1,46000.0,29.74,0
3747,D,RENT,debt_consolidation,Verified,36 months,3,41,16.99,372,0.0,0,69000.0,11.74,1
22583,C,RENT,other,Not Verified,36 months,0,41,13.98,271,0.0,0,24000.0,5.5,1
511,C,RENT,debt_consolidation,Not Verified,36 months,9,63,15.31,139,0.0,1,24000.0,9.45,0
27098,E,MORTGAGE,debt_consolidation,Source Verified,60 months,10,36,18.54,374,0.0,3,35000.0,29.53,1
11687,B,RENT,debt_consolidation,Source Verified,60 months,0,76,10.59,279,0.0,0,25000.0,13.82,1
10479,A,OWN,car,Not Verified,60 months,6,74,7.9,220,0.0,0,60000.0,9.04,1
26075,A,MORTGAGE,debt_consolidation,Verified,36 months,2,103,9.63,175,0.0,3,57000.0,16.67,0
6516,D,RENT,debt_consolidation,Not Verified,36 months,3,82,14.91,159,,0,37500.0,13.28,1
319,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,43,10.99,217,0.0,0,82000.0,5.18,1
21055,D,MORTGAGE,home_improvement,Not Verified,36 months,0,41,16.99,135,0.0,3,65000.0,13.79,1
11465,B,MORTGAGE,home_improvement,Not Verified,36 months,4,59,14.09,195,0.0,0,69500.0,20.29,0
23434,C,MORTGAGE,debt_consolidation,Not Verified,36 months,7,71,14.27,320,0.0,2,105000.0,17.79,1
24837,D,MORTGAGE,car,Source Verified,60 months,9,85,15.57,330,0.0,0,50000.0,2.23,0
1680,C,MORTGAGE,debt_consolidation,Verified,36 months,0,42,13.35,163,0.0,1,53000.0,28.31,1
16406,A,RENT,credit_card,Source Verified,36 months,10,47,6.62,185,0.0,0,105000.0,13.11,1
9531,C,MORTGAGE,debt_consolidation,Verified,36 months,5,36,12.99,246,0.0,0,103000.0,23.39,1
19516,C,MORTGAGE,debt_consolidation,Verified,60 months,3,56,16.29,265,0.0,0,80000.0,23.07,1
27280,A,OWN,debt_consolidation,Source Verified,36 months,10,45,7.9,222,0.0,0,80000.0,16.01,1
14001,B,RENT,credit_card,Not Verified,36 months,0,73,10.65,375,0.0,2,60780.0,14.27,0
2808,D,MORTGAGE,other,Not Verified,36 months,8,44,19.47,139,0.0,1,79000.0,8.8,1
5870,C,RENT,home_improvement,Source Verified,60 months,3,56,15.8,323,0.0,1,140000.0,8.69,0
22691,B,RENT,credit_card,Not Verified,36 months,8,41,10.15,285,0.0,0,40000.0,19.39,1
7612,B,MORTGAGE,debt_consolidation,Source Verified,60 months,1,38,9.17,288,0.0,0,135000.0,14.22,1
25871,B,MORTGAGE,credit_card,Not Verified,36 months,10,58,13.11,156,0.0,1,60000.0,15.72,1
11517,E,RENT,credit_card,Source Verified,60 months,0,36,18.54,75,0.0,1,35000.0,15.47,1
12562,D,RENT,debt_consolidation,Verified,36 months,1,45,18.25,191,0.0,0,78000.0,21.57,1
2666,C,MORTGAGE,credit_card,Not Verified,36 months,4,50,15.1,200,0.0,2,35000.0,16.66,1
4529,A,MORTGAGE,credit_card,Not Verified,36 months,9,66,7.9,231,,1,33000.0,29.45,0
12715,D,RENT,debt_consolidation,Verified,36 months,0,43,16.59,203,0.0,2,36017.64,18.83,1
17188,B,MORTGAGE,debt_consolidation,Verified,36 months,10,56,13.11,200,0.0,0,52000.0,17.75,1
29917,D,MORTGAGE,debt_consolidation,Not Verified,36 months,9,59,18.49,354,0.0,1,39000.0,12.58,1
14732,B,MORTGAGE,credit_card,Source Verified,36 months,0,47,10.99,209,,1,185000.0,12.09,1
15122,C,RENT,debt_consolidation,Not Verified,36 months,8,41,12.99,327,0.0,0,43000.0,13.01,1
24500,C,RENT,major_purchase,Not Verified,36 months,2,94,13.85,132,0.0,2,83976.0,1.8,0
15758,C,RENT,debt_consolidation,Source Verified,36 months,0,37,14.99,228,0.0,1,63000.0,16.67,0
26318,B,OWN,debt_consolidation,Source Verified,36 months,0,54,11.14,199,0.0,0,43000.0,27.77,1
19084,C,MORTGAGE,credit_card,Verified,60 months,0,46,13.65,291,0.0,1,92000.0,18.2,1
4945,E,MORTGAGE,debt_consolidation,Verified,60 months,8,63,20.49,270,0.0,2,200000.0,14.89,0
9703,C,RENT,debt_consolidation,Verified,60 months,3,38,12.99,244,,0,85000.0,22.77,1
14688,A,MORTGAGE,moving,Not Verified,36 months,3,89,7.14,339,,0,70000.0,10.25,1
12941,A,RENT,major_purchase,Not Verified,36 months,6,38,8.39,135,0.0,1,33000.0,8.76,1
14057,B,MORTGAGE,credit_card,Not Verified,36 months,1,40,10.99,196,0.0,1,55000.0,24.21,1
5479,B,OWN,credit_card,Source Verified,36 months,2,37,11.44,183,0.0,1,46000.0,22.52,1
5650,B,MORTGAGE,debt_consolidation,Source Verified,36 months,10,45,12.99,316,0.0,0,75000.0,19.86,1
27264,D,RENT,small_business,Verified,36 months,0,38,16.99,190,0.0,2,60000.0,4.68,1
6989,C,OWN,debt_consolidation,Source Verified,36 months,8,37,12.99,104,0.0,0,21000.0,26.51,1
22447,D,MORTGAGE,debt_consolidation,Not Verified,36 months,10,44,16.59,240,0.0,1,60000.0,25.4,1
16194,E,RENT,debt_consolidation,Not Verified,60 months,0,44,21.18,147,,0,30000.0,7.48,1
1851,B,OWN,credit_card,Verified,36 months,0,37,12.49,234,0.0,0,11950.8,22.21,1
25684,D,RENT,credit_card,Not Verified,36 months,2,52,18.25,436,0.0,2,65000.0,4.47,1
418,A,MORTGAGE,debt_consolidation,Verified,36 months,0,54,6.62,351,,0,140000.0,12.93,1
8442,D,RENT,house,Source Verified,36 months,6,42,16.99,335,,0,40000.0,34.02,1
23,F,OWN,debt_consolidation,Verified,36 months,0,38,23.43,81,0.0,2,28000.0,21.69,1
5176,E,MORTGAGE,debt_consolidation,Verified,36 months,8,52,20.8,142,0.0,2,67260.0,15.38,0
21473,F,MORTGAGE,debt_consolidation,Not Verified,60 months,4,39,24.08,353,0.0,0,46907.0,20.01,1
2845,A,MORTGAGE,other,Not Verified,36 months,3,67,8.9,267,0.0,1,60000.0,7.1,1
2482,A,OWN,major_purchase,Not Verified,36 months,1,98,8.94,176,0.0,1,24000.0,22.9,1
29199,B,RENT,debt_consolidation,Verified,36 months,5,55,12.12,131,0.0,0,45000.0,12.45,1
10748,B,MORTGAGE,debt_consolidation,Source Verified,60 months,10,53,11.55,289,0.0,2,125000.0,0.77,1
21947,D,RENT,debt_consolidation,Not Verified,36 months,4,36,15.59,111,0.0,1,50000.0,30.39,1
20367,B,MORTGAGE,debt_consolidation,Verified,36 months,5,54,10.16,242,0.0,1,125000.0,28.46,1
3845,D,RENT,credit_card,Source Verified,60 months,10,58,19.72,303,0.0,2,102000.0,25.04,1
557,C,MORTGAGE,debt_consolidation,Not Verified,36 months,1,44,14.64,407,0.0,1,68000.0,15.51,1
19610,D,MORTGAGE,debt_consolidation,Not Verified,36 months,4,44,17.57,169,0.0,3,44000.0,19.91,1
15495,A,RENT,car,Verified,36 months,5,82,7.66,135,0.0,2,42000.0,3.23,1
13460,D,MORTGAGE,credit_card,Not Verified,60 months,10,43,16.29,265,0.0,0,75000.0,31.94,1
424,D,MORTGAGE,credit_card,Verified,60 months,0,41,18.24,226,0.0,2,50000.0,20.91,1
13370,D,MORTGAGE,debt_consolidation,Verified,60 months,2,48,17.76,219,0.0,0,45000.0,24.32,1
19705,A,RENT,other,Source Verified,36 months,8,38,8.39,387,0.0,1,80000.0,18.34,1
1794,C,OWN,home_improvement,Source Verified,36 months,7,56,14.33,215,0.0,3,46620.0,11.56,1
27667,A,MORTGAGE,credit_card,Verified,36 months,0,46,7.9,192,0.0,0,27300.0,27.25,1
28773,A,RENT,debt_consolidation,Not Verified,36 months,1,61,7.9,164,0.0,1,78600.0,6.63,1
4892,B,MORTGAGE,debt_consolidation,Verified,60 months,4,67,12.12,274,0.0,0,60000.0,15.34,1
5444,A,MORTGAGE,credit_card,Verified,36 months,10,54,8.9,178,0.0,0,75000.0,13.94,1
9389,D,RENT,major_purchase,Not Verified,36 months,10,66,17.99,190,0.0,1,98000.0,1.91,1
7797,C,RENT,debt_consolidation,Source Verified,36 months,4,42,13.35,146,0.0,0,37000.0,10.02,1
13479,D,MORTGAGE,debt_consolidation,Not Verified,36 months,4,85,14.09,184,0.0,3,46002.0,22.8,1
22191,C,RENT,debt_consolidation,Source Verified,36 months,7,44,15.31,182,0.0,1,50000.0,29.05,1
4905,C,RENT,credit_card,Not Verified,36 months,10,56,15.31,221,0.0,0,45000.0,11.05,0
17445,C,RENT,other,Not Verified,36 months,8,117,11.97,424,0.0,0,48000.0,20.68,1
14367,E,MORTGAGE,home_improvement,Verified,60 months,10,40,19.52,290,0.0,0,75000.0,14.06,1
5761,A,RENT,credit_card,Not Verified,36 months,3,37,8.19,179,0.0,1,24000.0,29.15,1
109,D,MORTGAGE,debt_consolidation,Source Verified,60 months,10,36,15.59,175,0.0,0,96000.0,23.68,0
13394,C,MORTGAGE,credit_card,Verified,36 months,10,40,13.98,238,0.0,4,138000.0,25.4,1
20878,D,MORTGAGE,debt_consolidation,Not Verified,36 months,5,55,17.77,218,0.0,1,65000.0,19.8,0
26321,C,RENT,debt_consolidation,Verified,36 months,10,92,13.11,222,0.0,0,39500.0,19.35,1
393,C,RENT,debt_consolidation,Verified,60 months,10,78,12.99,353,,0,47000.0,16.67,1
25202,C,MORTGAGE,debt_consolidation,Verified,60 months,4,41,14.49,265,0.0,3,96000.0,22.24,1
17621,B,OWN,debt_consolidation,Source Verified,36 months,10,52,10.64,338,0.0,0,85000.0,16.1,1
21535,C,RENT,debt_consolidation,Source Verified,36 months,10,55,17.27,192,0.0,1,58000.0,11.36,1
19383,A,MORTGAGE,debt_consolidation,Not Verified,36 months,3,71,6.03,250,0.0,0,85000.0,3.98,1
28462,D,RENT,debt_consolidation,Verified,60 months,3,53,19.52,244,0.0,0,62000.0,19.06,1
26657,B,RENT,other,Not Verified,36 months,0,65,10.74,285,0.0,2,100000.0,15.41,1
13812,D,RENT,debt_consolidation,Source Verified,60 months,10,38,17.57,298,0.0,0,50000.0,26.31,1
26059,C,MORTGAGE,debt_consolidation,Verified,60 months,1,57,15.8,242,0.0,3,100000.0,23.14,1
5307,C,RENT,vacation,Source Verified,36 months,10,44,14.16,386,0.0,2,68000.0,4.49,1
12134,A,RENT,debt_consolidation,Source Verified,36 months,10,41,8.39,223,0.0,1,80000.0,22.71,1
9511,E,RENT,debt_consolidation,Verified,60 months,10,49,21.7,206,0.0,0,66720.0,20.83,1
18045,B,RENT,debt_consolidation,Not Verified,36 months,3,36,11.44,225,0.0,0,68000.0,12.97,1
5465,C,RENT,credit_card,Source Verified,36 months,3,38,12.99,95,0.0,0,55000.0,11.91,1
14506,C,MORTGAGE,home_improvement,Source Verified,36 months,10,38,14.99,200,0.0,0,82000.0,12.07,0
19108,B,OWN,debt_consolidation,Source Verified,36 months,3,38,11.67,208,0.0,1,50000.0,21.5,1
28136,C,MORTGAGE,debt_consolidation,Source Verified,36 months,10,36,14.99,198,0.0,0,59000.0,24.72,1
20648,D,RENT,credit_card,Verified,60 months,7,38,16.99,181,0.0,1,70000.0,23.57,1
22365,A,RENT,major_purchase,Not Verified,36 months,1,67,6.62,169,0.0,0,46000.0,21.89,0
18721,C,MORTGAGE,credit_card,Not Verified,36 months,7,116,11.34,277,0.0,1,132000.0,5.44,1
23017,C,RENT,debt_consolidation,Source Verified,36 months,10,43,14.64,419,0.0,0,38000.0,15.05,1
25715,B,MORTGAGE,debt_consolidation,Verified,36 months,10,46,13.53,205,0.0,0,140000.0,5.53,1
10169,D,RENT,vacation,Source Verified,36 months,10,42,16.99,258,0.0,0,75000.0,6.43,1
4167,B,RENT,debt_consolidation,Not Verified,36 months,10,48,10.99,243,0.0,1,60000.0,19.89,1
23837,B,MORTGAGE,debt_consolidation,Source Verified,36 months,10,45,9.67,299,0.0,0,65000.0,2.29,1
15238,C,RENT,debt_consolidation,Source Verified,36 months,0,42,13.35,131,0.0,0,80000.0,17.16,1
226,F,RENT,house,Verified,36 months,4,44,24.08,241,0.0,1,54000.0,25.31,0
6205,A,MORTGAGE,credit_card,Not Verified,36 months,10,38,8.39,273,0.0,2,74000.0,11.87,1
10327,C,MORTGAGE,debt_consolidation,Verified,60 months,10,67,14.65,227,0.0,0,55000.0,12.81,1
23519,B,RENT,debt_consolidation,Not Verified,36 months,2,71,10.65,130,0.0,0,26000.0,6.83,0
8700,F,RENT,debt_consolidation,Verified,60 months,10,54,23.83,242,0.0,0,74122.0,15.33,1
20554,G,RENT,moving,Verified,60 months,5,57,24.7,236,0.0,2,250000.0,8.26,0
27279,B,MORTGAGE,debt_consolidation,Source Verified,36 months,10,60,12.12,189,0.0,0,75000.0,24.39,1
23939,B,RENT,credit_card,Source Verified,36 months,0,60,13.11,180,0.0,0,48000.0,25.73,1
29419,C,OWN,credit_card,Not Verified,36 months,1,60,14.33,133,0.0,1,65000.0,16.2,1
7987,D,RENT,house,Verified,36 months,0,64,17.77,114,0.0,3,16400.0,12.66,0
6133,A,MORTGAGE,debt_consolidation,Source Verified,36 months,10,38,6.49,256,0.0,0,48000.0,19.13,1
2538,F,MORTGAGE,other,Verified,60 months,10,50,24.08,242,0.0,1,85000.0,12.82,1
6680,E,RENT,credit_card,Verified,60 months,0,57,21.98,381,0.0,1,50000.0,23.81,0
26077,C,MORTGAGE,home_improvement,Not Verified,60 months,8,43,14.49,224,0.0,2,55000.0,29.68,1
17124,D,RENT,medical,Verified,36 months,1,59,19.05,225,0.0,1,45000.0,16.4,1
6761,B,MORTGAGE,home_improvement,Source Verified,36 months,10,55,12.12,211,0.0,1,114750.0,20.72,1
2080,B,MORTGAGE,credit_card,Not Verified,36 months,10,44,11.99,319,0.0,0,82000.0,11.93,1
1013,B,MORTGAGE,credit_card,Not Verified,36 months,2,49,10.99,498,,0,74800.0,18.43,1
8441,A,RENT,major_purchase,Source Verified,36 months,2,85,5.42,466,0.0,0,65000.0,2.82,1
29078,D,RENT,debt_consolidation,Verified,36 months,8,45,16.59,210,,0,78000.0,2.08,1
18496,B,MORTGAGE,credit_card,Source Verified,36 months,4,44,12.49,311,0.0,3,126000.0,24.87,1
23640,B,MORTGAGE,debt_consolidation,Not Verified,36 months,0,50,12.99,171,0.0,1,35000.0,10.9,1
7925,G,RENT,debt_consolidation,Source Verified,60 months,10,44,25.8,196,0.0,2,85000.0,25.76,0
9820,E,MORTGAGE,other,Verified,60 months,4,47,23.4,224,0.0,0,60000.0,4.48,1
18495,C,MORTGAGE,home_improvement,Source Verified,60 months,0,75,14.27,253,0.0,0,72000.0,10.03,0
3591,C,MORTGAGE,debt_consolidation,Source Verified,36 months,3,38,13.35,407,0.0,0,42000.0,39.06,1
377,B,OWN,debt_consolidation,Verified,36 months,10,38,12.49,320,,3,65000.0,24.34,0
5689,B,OWN,debt_consolidation,Source Verified,36 months,6,38,9.17,173,0.0,0,50000.0,12.48,1
24659,A,RENT,credit_card,Source Verified,36 months,10,66,8.9,268,0.0,0,27000.0,17.02,1
11410,D,MORTGAGE,home_improvement,Verified,36 months,0,41,16.29,350,,0,31200.0,21.42,1
14668,B,MORTGAGE,debt_consolidation,Verified,36 months,10,37,11.99,263,0.0,0,88500.0,19.39,1
8571,B,MORTGAGE,home_improvement,Verified,36 months,3,47,9.67,342,,0,150000.0,7.38,1
25390,D,RENT,debt_consolidation,Not Verified,36 months,10,38,15.61,147,0.0,0,21000.0,15.43,1
21172,A,MORTGAGE,debt_consolidation,Source Verified,36 months,10,58,8.9,181,0.0,0,40000.0,9.9,1
10285,A,MORTGAGE,car,Verified,60 months,3,65,7.9,185,0.0,0,100000.0,5.81,1
18447,B,RENT,credit_card,Not Verified,36 months,10,61,10.16,252,0.0,0,60000.0,13.88,1
4032,B,MORTGAGE,credit_card,Source Verified,36 months,2,43,12.99,267,0.0,4,132000.0,5.64,1
11362,A,RENT,major_purchase,Not Verified,36 months,0,65,8.9,171,0.0,0,45000.0,8.37,1
1965,A,MORTGAGE,credit_card,Not Verified,36 months,10,69,6.03,485,0.0,0,45000.0,12.72,1
1504,E,RENT,debt_consolidation,Source Verified,60 months,6,50,21.0,242,0.0,0,55000.0,12.68,1
8481,A,MORTGAGE,debt_consolidation,Verified,36 months,6,56,6.03,200,0.0,0,130000.0,14.12,1
2260,C,RENT,debt_consolidation,Not Verified,36 months,10,53,14.33,192,0.0,0,60000.0,4.36,1
1541,F,RENT,other,Source Verified,60 months,10,47,24.5,125,0.0,0,53124.0,18.03,1
14355,D,OWN,debt_consolidation,Verified,36 months,0,67,17.99,311,0.0,1,48000.0,12.63,1
26944,B,MORTGAGE,debt_consolidation,Source Verified,36 months,10,57,13.11,229,0.0,3,100000.0,8.8,1
16880,B,RENT,major_purchase,Not Verified,36 months,7,53,12.35,141,0.0,1,28000.0,25.37,1
10043,D,MORTGAGE,debt_consolidation,Verified,60 months,2,50,19.2,277,0.0,3,47000.0,11.98,1
12765,A,RENT,credit_card,Verified,36 months,8,38,7.69,275,0.0,0,105000.0,9.06,1
11380,B,MORTGAGE,debt_consolidation,Not Verified,36 months,3,61,10.16,157,0.0,0,23000.0,8.09,1
19650,C,RENT,medical,Source Verified,36 months,10,75,14.27,418,0.0,1,56000.0,20.1,1
26390,A,MORTGAGE,debt_consolidation,Verified,36 months,1,62,7.9,233,0.0,1,45760.0,18.67,1
27805,E,OWN,debt_consolidation,Source Verified,60 months,0,42,20.2,211,0.0,0,67591.0,7.21,1
7810,C,MORTGAGE,debt_consolidation,Verified,36 months,10,58,14.33,303,0.0,0,72000.0,22.58,1
18242,D,RENT,other,Not Verified,36 months,1,55,19.05,286,0.0,0,95000.0,6.54,1
3534,E,MORTGAGE,debt_consolidation,Source Verified,60 months,0,43,20.99,242,,2,196000.0,18.47,1
14184,B,MORTGAGE,debt_consolidation,Source Verified,36 months,5,41,10.15,162,0.0,0,94110.0,11.73,1
20036,C,RENT,credit_card,Source Verified,60 months,2,38,14.99,146,0.0,0,34840.0,30.21,1
13338,C,MORTGAGE,debt_consolidation,Source Verified,60 months,2,37,12.99,290,0.0,2,135700.0,30.5,1
24466,E,RENT,other,Source Verified,36 months,10,90,17.93,374,0.0,1,35004.0,8.78,1
21626,A,MORTGAGE,home_improvement,Verified,36 months,8,68,8.9,182,0.0,0,30000.0,15.48,1
23388,D,MORTGAGE,debt_consolidation,Verified,60 months,10,64,19.72,208,0.0,0,130000.0,22.61,1
20864,D,RENT,credit_card,Verified,36 months,10,38,16.99,166,0.0,2,55000.0,24.0,0
8948,B,MORTGAGE,debt_consolidation,Not Verified,36 months,0,58,12.12,196,0.0,0,65000.0,4.54,1
1473,C,MORTGAGE,debt_consolidation,Not Verified,36 months,9,63,15.31,228,0.0,0,65000.0,4.56,1
16696,C,RENT,small_business,Verified,36 months,4,51,16.2,220,0.0,0,150000.0,1.39,1
15781,F,RENT,debt_consolidation,Source Verified,60 months,5,41,23.43,186,0.0,1,44200.0,17.61,0
10367,A,MORTGAGE,credit_card,Not Verified,36 months,10,59,7.9,436,0.0,0,80000.0,23.66,1
11561,A,MORTGAGE,other,Not Verified,36 months,7,43,6.62,208,,0,98000.0,21.86,1
26582,D,MORTGAGE,home_improvement,Not Verified,36 months,1,44,17.57,224,,0,43000.0,12.39,1
1943,C,RENT,home_improvement,Verified,36 months,10,69,14.65,207,0.0,1,55000.0,13.9,1
594,C,RENT,debt_consolidation,Source Verified,60 months,10,43,15.31,225,0.0,0,93113.0,10.04,1
29655,D,MORTGAGE,debt_consolidation,Not Verified,60 months,0,45,18.92,252,0.0,0,55702.0,24.95,1
30,E,MORTGAGE,debt_consolidation,Source Verified,60 months,6,44,19.99,165,,0,29000.0,26.16,0
25706,D,OWN,debt_consolidation,Not Verified,36 months,10,52,20.31,183,0.0,2,62500.0,19.79,1
6647,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,38,11.67,169,0.0,0,65000.0,19.76,1
2443,E,OWN,debt_consolidation,Verified,36 months,4,36,20.99,101,0.0,0,56000.0,38.98,1
13334,A,RENT,credit_card,Source Verified,36 months,0,67,7.9,181,0.0,1,78000.0,16.49,1
672,A,RENT,credit_card,Not Verified,36 months,6,38,6.03,247,0.0,0,30000.0,9.56,1
25803,C,RENT,other,Source Verified,36 months,8,37,12.39,152,0.0,0,20000.0,13.87,1
10815,B,MORTGAGE,debt_consolidation,Verified,36 months,0,45,10.99,231,0.0,0,45000.0,12.77,1
26727,B,RENT,debt_consolidation,Verified,36 months,6,54,13.11,209,0.0,0,40000.0,6.0,1
5116,B,OWN,debt_consolidation,Source Verified,36 months,10,66,10.74,255,0.0,0,54000.0,9.02,1
20114,B,MORTGAGE,debt_consolidation,Verified,60 months,10,88,11.86,302,0.0,0,102000.0,10.82,0
8541,A,RENT,debt_consolidation,Not Verified,36 months,10,62,8.9,191,0.0,0,40000.0,16.14,1
21767,B,RENT,debt_consolidation,Verified,36 months,9,83,9.63,253,0.0,0,50400.0,17.79,0
4612,D,MORTGAGE,debt_consolidation,Verified,60 months,0,36,15.99,316,0.0,1,55000.0,32.36,1
20150,D,MORTGAGE,debt_consolidation,Verified,60 months,10,51,18.25,196,0.0,2,70000.0,30.05,1
5269,B,RENT,credit_card,Not Verified,36 months,0,55,12.12,287,0.0,0,51000.0,14.59,1
8554,B,MORTGAGE,debt_consolidation,Not Verified,36 months,3,44,11.99,193,0.0,0,55000.0,17.87,1
28214,B,MORTGAGE,debt_consolidation,Not Verified,36 months,1,46,10.99,174,0.0,2,80000.0,22.35,1
7723,A,MORTGAGE,home_improvement,Verified,36 months,0,77,5.42,416,0.0,0,48000.0,22.7,1
29547,C,MORTGAGE,credit_card,Source Verified,36 months,3,47,14.98,256,0.0,1,160000.0,28.6,1
26890,C,RENT,debt_consolidation,Source Verified,36 months,10,38,13.35,272,0.0,0,55000.0,35.59,1
26626,B,MORTGAGE,debt_consolidation,Source Verified,60 months,10,45,12.99,415,0.0,1,187000.0,10.01,1
15121,A,RENT,debt_consolidation,Not Verified,36 months,0,42,8.39,314,0.0,0,40000.0,20.7,1
21134,E,RENT,debt_consolidation,Verified,60 months,10,41,18.99,187,0.0,3,66000.0,26.73,1
28934,C,RENT,debt_consolidation,Source Verified,60 months,10,51,15.1,212,0.0,0,47000.0,28.8,1
18064,E,RENT,debt_consolidation,Verified,36 months,10,41,22.15,256,0.0,0,75000.0,19.79,1
14956,D,RENT,debt_consolidation,Verified,36 months,5,52,19.52,172,0.0,1,61000.0,19.67,1
3536,D,RENT,other,Source Verified,60 months,2,38,16.99,207,0.0,0,70000.0,18.55,1
21890,C,MORTGAGE,debt_consolidation,Source Verified,36 months,10,63,14.33,412,0.0,1,65000.0,19.11,1
10480,A,MORTGAGE,debt_consolidation,Not Verified,36 months,1,58,6.03,242,0.0,1,120000.0,3.51,1
5632,A,MORTGAGE,debt_consolidation,Not Verified,36 months,1,57,6.03,218,0.0,0,55000.0,22.39,1
6851,E,MORTGAGE,credit_card,Source Verified,60 months,7,37,19.99,149,0.0,0,80000.0,9.44,1
997,C,MORTGAGE,debt_consolidation,Verified,60 months,10,52,15.22,210,0.0,0,50000.0,6.31,1
12196,A,MORTGAGE,home_improvement,Verified,36 months,0,37,6.99,107,0.0,0,150000.0,23.01,1
18706,C,RENT,other,Not Verified,36 months,2,63,15.31,197,0.0,3,41800.0,8.87,1
1076,B,MORTGAGE,home_improvement,Not Verified,36 months,10,43,11.67,310,0.0,1,76000.0,12.81,1
24117,A,MORTGAGE,credit_card,Source Verified,36 months,4,45,8.9,469,0.0,1,60000.0,18.86,1
25334,C,MORTGAGE,debt_consolidation,Source Verified,36 months,1,46,14.64,185,0.0,0,87330.0,5.37,1
28889,D,RENT,debt_consolidation,Verified,60 months,3,49,18.55,561,0.0,0,70000.0,28.63,1
14476,F,RENT,debt_consolidation,Verified,60 months,1,49,24.08,159,0.0,1,48000.0,15.75,1
3771,B,MORTGAGE,debt_consolidation,Not Verified,36 months,6,38,9.17,92,0.0,0,40000.0,3.83,1
22516,C,MORTGAGE,credit_card,Verified,36 months,4,36,12.39,195,0.0,0,77000.0,29.1,1
23937,C,RENT,debt_consolidation,Source Verified,60 months,10,40,13.35,169,0.0,0,68547.0,14.66,1
21197,A,RENT,credit_card,Not Verified,36 months,10,42,8.39,249,0.0,0,26000.0,12.0,1
